Disclaimer: Although Stormwater Services makes every effort to ensure data quality in the monitoring program, errors do arise and may not be identified at the time the data was uploaded to this database.  The City of Durham does not assume any liability associated with the use of these data and is not obligated to notify parties of modifications or changes to the database.

Query Results: 
Name:EL10.7EC-EL1.9EC-EL5.0EC-EL5.5GC-EL5.6EC-EL7.1EC-EL7.1SEC-EL7.6SECT-EL7.9EC-EL8.1GC-EL8.2EC-EL8.5SEC-EL8.6SECUT-EL9.9EC-EL-Englewood-EL-Knox 
Medium:Water
Parameters: all 
Project: Ambient
Time Period:2016-05-02 ~ 2022-05-02
Data was downloaded on May 23 2022 11:41 am
The data contains the QA code. 
For Help with QA code, please check http://www.durhamwaterquality.org/QAcode.php

Station Name,Filtered,Parameter,Date/Time,Value,QA Code,Unit,QAQC Sample,Comments,Rain in Last 24 Hours,Sky Condition,Flow Severity,Comp  Code,Thalweg,Lab,Project
"EL5.6EC","","Ammonia Nitrogen","2017-10-10 09:20:00","0.06","","mg/L","","high flow","Yes","Overcast","3","G","Yes","SDWRF","Ambient",
"EL5.6EC","","Ammonia Nitrogen","2017-11-07 09:30:00","0.04","U","mg/L",""," ","No","Overcast","2","G","Yes","SDWRF","Ambient",
"EL5.6EC","","Ammonia Nitrogen","2017-12-05 09:35:00","0.04","U","mg/L","","Duplicate Site Duplicate","No","Overcast","3","G","Yes","SDWRF","Ambient",
"EL5.6EC","","Ammonia Nitrogen","2017-12-05 09:35:00","0.04","U","mg/L","","Duplicate Site Duplicate","No","Overcast","3","G","Yes","SDWRF","Ambient",
"EL5.6EC","","Ammonia Nitrogen","2019-01-08 10:30:00","0.06","","mg/L",""," ","No","Sunny","3","G","Yes","SDWRF","Ambient",
"EL5.6EC","","Ammonia Nitrogen","2019-02-05 09:55:00","0.16","","mg/L",""," ","No","Sunny","3","G","Yes","SDWRF","Ambient",
"EL5.6EC","","Ammonia Nitrogen","2019-03-05 10:34:00","0.05","","mg/L",""," ","Yes","Overcast","3","G","Yes","SDWRF","Ambient",
"EL5.6EC","","Ammonia Nitrogen","2019-04-02 10:15:00","0.04","U","mg/L","","Raining","Yes","Overcast","3","G","Yes","SDWRF","Ambient",
"EL5.6EC","","Ammonia Nitrogen","2019-05-07 09:45:00","0.15","","mg/L","","Duplicate Site Duplicate","No","Partly Cloudy","3","G","Yes","SDWRF","Ambient",
"EL5.6EC","","Ammonia Nitrogen","2019-05-07 09:45:00","0.16","","mg/L","","Duplicate Site Duplicate","No","Partly Cloudy","3","G","Yes","SDWRF","Ambient",
"EL5.6EC","","Ammonia Nitrogen","2019-06-05 09:45:00","0.17","","mg/L",""," ","No","Overcast","3","G","Yes","SDWRF","Ambient",
"EL5.6EC","","Ammonia Nitrogen","2019-07-09 09:35:00","0.08","","mg/L",""," ","Yes","Overcast","3","G","Yes","SDWRF","Ambient",
"EL5.6EC","","Ammonia Nitrogen","2019-08-06 09:30:00","0.04","J","mg/L",""," ","Yes","Partly Cloudy","3","G","Yes","SDWRF","Ambient",
"EL5.6EC","","Ammonia Nitrogen","2019-09-03 10:00:00","0.05","","mg/L",""," ","No","Sunny","3","G","Yes","SDWRF","Ambient",
"EL5.6EC","","Ammonia Nitrogen","2019-10-01 10:05:00","0.04","U","mg/L",""," ","No","Sunny","2","G","Yes","SDWRF","Ambient",
"EL5.6EC","","Ammonia Nitrogen","2019-11-05 09:50:00","0.04","U","mg/L","","Large blockage upstream of culvert","No","Partly Cloudy","2","G","Yes","SDWRF","Ambient",
"EL5.6EC","","Ammonia Nitrogen","2019-12-03 10:05:00","0.04","U","mg/L",""," ","No","Sunny","3","G","Yes","SDWRF","Ambient",
"EL7.1EC","","Ammonia Nitrogen","2017-01-19 11:20:00","0.04","U","mg/L",""," ","Yes","Sunny","2","G","Yes","SDWRF","Ambient",
"EL7.1EC","","Ammonia Nitrogen","2017-02-14 11:10:00","0.04","U","mg/L","","Lots of filamentous algae","No","Sunny","2","G","Yes","SDWRF","Ambient",
"EL7.1EC","","Ammonia Nitrogen","2017-03-14 11:00:00","0.04","U","mg/L",""," ","Yes","Partly Cloudy","3","G","Yes","SDWRF","Ambient",
"EL7.1EC","","Ammonia Nitrogen","2017-04-11 08:05:00","0.04","U","mg/L",""," ","","","","","","","Ambient",
"EL7.1EC","","Ammonia Nitrogen","2017-05-16 10:30:00","0.05","","mg/L",""," ","No","Sunny","3","G","Yes","SDWRF","Ambient",
"EL7.1EC","","Ammonia Nitrogen","2017-06-13 10:25:00","0.04","U","mg/L",""," ","No","Partly Cloudy","2","G","Yes","SDWRF","Ambient",
"EL7.1EC","","Ammonia Nitrogen","2017-07-11 10:50:00","0.07","","mg/L","","Duplicate Site Duplicate","Yes","Sunny","2","G","Yes","SDWRF","Ambient",
"EL7.1EC","","Ammonia Nitrogen","2017-07-11 10:50:00","0.08","","mg/L","","Duplicate Site Duplicate","Yes","Sunny","2","G","Yes","SDWRF","Ambient",
"EL7.1EC","","Ammonia Nitrogen","2017-08-15 10:40:00","0.12","J7","mg/L",""," ","Yes","Partly Cloudy","3","G","Yes","SDWRF","Ambient",
"EL7.1EC","","Ammonia Nitrogen","2017-09-12 10:50:00","0.04","U","mg/L",""," ","Yes","Overcast","1","G","Yes","SDWRF","Ambient",
"EL7.1EC","","Ammonia Nitrogen","2017-10-10 10:55:00","0.08","","mg/L",""," ","Yes","Overcast","2","G","Yes","SDWRF","Ambient",
"EL7.1EC","","Ammonia Nitrogen","2017-11-07 11:00:00","0.04","U","mg/L",""," ","No","Overcast","2","G","Yes","SDWRF","Ambient",
"EL7.1EC","","Ammonia Nitrogen","2017-12-05 11:10:00","0.04","U","mg/L",""," ","No","Overcast","2","G","Yes","SDWRF","Ambient",
"EL7.1EC","","Ammonia Nitrogen","2018-01-02 09:10:00","0.04","U","mg/L","","Duplicate Site; Layer of Ice Duplicate","No","Sunny","1","G","Yes","SDWRF","Ambient",
"EL7.1EC","","Ammonia Nitrogen","2018-01-02 09:10:00","0.04","U","mg/L","","Duplicate Site; Layer of Ice Duplicate","No","Sunny","1","G","Yes","SDWRF","Ambient",
"EL7.1EC","","Ammonia Nitrogen","2018-02-06 09:10:00","0.03","U","mg/L",""," ","Yes","Sunny","3","G","Yes","SDWRF","Ambient",
"EL7.1EC","","Ammonia Nitrogen","2018-03-06 08:50:00","0.04","U","mg/L",""," ","No","Overcast","3","G","Yes","SDWRF","Ambient",
"EL7.1EC","","Ammonia Nitrogen","2018-04-03 08:35:00","0.04","U","mg/L","","Lots of green filamentous algae present","No","Overcast","2","G","Yes","SDWRF","Ambient",
"EL7.1EC","","Ammonia Nitrogen","2018-05-01 08:25:00","0.05","","mg/L","","Lots of green filamentous algae present","No","Sunny","3","G","Yes","SDWRF","Ambient",
"EL7.1EC","","Ammonia Nitrogen","2018-06-05 08:50:00","0.069","","mg/L",""," ","No","Overcast","3","G","Yes","SDWRF","Ambient",
"EL7.1EC","","Ammonia Nitrogen","2018-07-10 08:25:00","0.07","","mg/L",""," ","No","Sunny","2","G","Yes","SDWRF","Ambient",
"EL7.1EC","","Ammonia Nitrogen","2018-08-07 09:00:00","0.06","","mg/L","","Duplicate Site Duplicate","No","Sunny","2","G","Yes","SDWRF","Ambient",
"EL7.1EC","","Ammonia Nitrogen","2018-08-07 09:00:00","0.06","","mg/L","","Duplicate Site Duplicate","No","Sunny","2","G","Yes","SDWRF","Ambient",
"EL7.1EC","","Ammonia Nitrogen","2018-09-04 09:00:00","0.07","","mg/L",""," ","No","Sunny","2","G","Yes","SDWRF","Ambient",
"EL7.1EC","","Ammonia Nitrogen","2018-10-02 08:55:00","0.07","","mg/L",""," ","No","Overcast","3","G","Yes","SDWRF","Ambient",
"EL7.1EC","","Ammonia Nitrogen","2018-11-06 08:30:00","0.04","U","mg/L",""," ","Yes","Overcast","3","G","Yes","SDWRF","Ambient",
"EL7.1EC","","Ammonia Nitrogen","2018-12-04 09:30:00","0.04","U","mg/L",""," ","No","Sunny","3","G","Yes","SDWRF","Ambient",
"EL7.1EC","","Ammonia Nitrogen","2019-01-08 11:00:00","0.04","U,J","mg/L",""," ","No","Partly Cloudy","3","G","Yes","SDWRF","Ambient",
"EL7.1EC","","Ammonia Nitrogen","2019-02-05 10:15:00","0.04","U","mg/L",""," ","No","Partly Cloudy","3","G","Yes","SDWRF","Ambient",
"EL7.1EC","","Ammonia Nitrogen","2019-03-05 11:00:00","0.04","U","mg/L",""," ","Yes","Overcast","3","G","Yes","SDWRF","Ambient",
"EL7.1EC","","Ammonia Nitrogen","2019-04-02 10:40:00","0.04","J","mg/L","","Raining; lots of algae matts present","Yes","Overcast","3","G","Yes","SDWRF","Ambient",
"EL7.1EC","","Ammonia Nitrogen","2019-05-07 10:15:00","0.12","","mg/L",""," ","No","Partly Cloudy","3","G","Yes","SDWRF","Ambient",
"EL7.1EC","","Ammonia Nitrogen","2019-06-05 10:15:00","0.1","","mg/L","","Duplicate Site Duplicate","No","Overcast","3","G","Yes","SDWRF","Ambient",
"EL7.1EC","","Ammonia Nitrogen","2019-06-05 10:15:00","0.1","","mg/L","","Duplicate Site Duplicate","No","Overcast","3","G","Yes","SDWRF","Ambient",
"EL7.1EC","","Ammonia Nitrogen","2019-07-09 09:55:00","0.05","","mg/L",""," ","Yes","Overcast","3","G","Yes","SDWRF","Ambient",
"EL7.1EC","","Ammonia Nitrogen","2019-08-06 09:55:00","0.04","U","mg/L",""," ","Yes","Partly Cloudy","3","G","Yes","SDWRF","Ambient",
"EL7.1EC","","Ammonia Nitrogen","2019-09-03 10:20:00","0.04","U","mg/L",""," ","No","Sunny","3","G","Yes","SDWRF","Ambient",
"EL7.1EC","","Ammonia Nitrogen","2019-10-01 10:25:00","0.04","U","mg/L","","low flow and large amount of brown fluffy algae","No","Sunny","2","G","Yes","SDWRF","Ambient",
"EL7.1EC","","Ammonia Nitrogen","2019-11-05 10:10:00","0.04","U","mg/L",""," ","No","Overcast","2","G","Yes","SDWRF","Ambient",
"EL7.1EC","","Ammonia Nitrogen","2019-12-03 10:30:00","0.04","U","mg/L",""," ","No","Sunny","3","G","Yes","SDWRF","Ambient",
"EL7.1EC","","Ammonia Nitrogen","2020-01-07 08:55:00","0.04","U","mg/L",""," ","No","Partly Cloudy","3","G","Yes","SDWRF","Ambient",
"EL7.1EC","","Ammonia Nitrogen","2020-02-04 08:50:00","0.04","U","mg/L","","Duplicate Site; green floc algae present Duplicate","No","Partly Cloudy","2","G","Yes","SDWRF","Ambient",
"EL7.1EC","","Ammonia Nitrogen","2020-02-04 08:50:00","0.04","U","mg/L","","Duplicate Site; green floc algae present Duplicate","No","Partly Cloudy","2","G","Yes","SDWRF","Ambient",
"EL7.1EC","","Ammonia Nitrogen","2020-03-03 08:45:00","0.04","U","mg/L","","Green floc algae present","No","Overcast","3","G","Yes","SDWRF","Ambient",
"EL7.1EC","","Ammonia Nitrogen","2020-05-12 09:30:00","0.04","U","mg/L","","low flow; due to COVID-19 safety constraints, only the Nutrient Loading sites were sampled in May 2020","No","Sunny","3","G","Yes","SDWRF","Ambient",
"EL7.1EC","","Ammonia Nitrogen","2020-06-09 09:50:00","0.05","","mg/L","","Murky water; due to COVID-19 safety constraints, only the Nutrient Loading sites were sampled in May 2020","No","Overcast","3","G","Yes","SDWRF","Ambient",
"EL7.1EC","","Ammonia Nitrogen","2020-07-07 08:25:00","0.12","","mg/L","","Murky Water","Yes","Partly Cloudy","2","G","Yes","SDWRF","Ambient",
"EL7.1EC","","Ammonia Nitrogen","2020-08-04 08:25:00","0.05","","mg/L","","Heavy rains overnight from hurricane.","Yes","Partly Cloudy","4","G","Yes","SDWRF","Ambient",
"EL7.1EC","","Ammonia Nitrogen","2020-09-01 08:50:00","0.04","U","mg/L",""," ","Yes","Overcast","3","G","Yes","SDWRF","Ambient",
"EL7.1EC","","Ammonia Nitrogen","2020-10-06 08:45:00","0.04","U,J2","mg/L","","Duplicate Site Duplicate","No","Sunny","3","G","Yes","SDWRF","Ambient",
"EL7.1EC","","Ammonia Nitrogen","2020-10-06 08:45:00","0.04","U,J2","mg/L","","Duplicate Site Duplicate","No","Sunny","3","G","Yes","SDWRF","Ambient",
"EL7.1EC","","Ammonia Nitrogen","2020-11-03 08:25:00","0.04","U,J2","mg/L",""," ","No","Sunny","2","G","Yes","SDWRF","Ambient",
"EL7.1EC","","Ammonia Nitrogen","2020-12-01 08:20:00","0.04","U","mg/L",""," ","Yes","Sunny","3","G","Yes","SDWRF","Ambient",
"EL7.1EC","","Ammonia Nitrogen","2021-01-05 09:55:00","0.04","U","mg/L",""," ","No","Overcast","3","G","Yes","SDWRF","Ambient",
"EL7.1EC","","Ammonia Nitrogen","2021-02-02 10:20:00","0.04","U","mg/L",""," ","Yes","Sunny","3","G","Yes","SDWRF","Ambient",
"EL7.1EC","","Ammonia Nitrogen","2021-04-06 09:40:00","0.04","J,J2","mg/L",""," ","No","Sunny","3","G","Yes","SDWRF","Ambient",
"EL7.1EC","","Ammonia Nitrogen","2021-05-04 09:30:00","0.13","","mg/L","","Duplicate Site Duplicate","Yes","Sunny","3","G","Yes","SDWRF","Ambient",
"EL7.1EC","","Ammonia Nitrogen","2021-05-04 09:30:00","0.13","","mg/L","","Duplicate Site Duplicate","Yes","Sunny","3","G","Yes","SDWRF","Ambient",
"EL7.1EC","","Ammonia Nitrogen","2021-06-01 09:20:00","0.1","","mg/L",""," ","No","Sunny","3","G","Yes","SDWRF","Ambient",
"EL7.1EC","","Ammonia Nitrogen","2021-07-06 09:30:00","0.04","U","mg/L",""," ","No","Sunny","3","G","Yes","SDWRF","Ambient",
"EL7.1EC","","Ammonia Nitrogen","2021-08-03 09:20:00","0.04","U","mg/L","","Light rain","No","Overcast","3","G","Yes","SDWRF","Ambient",
"EL7.1EC","","Ammonia Nitrogen","2021-09-07 09:30:00","0.04","U","mg/L",""," ","No","Sunny","2","G","Yes","SDWRF","Ambient",
"EL7.1EC","","Ammonia Nitrogen","2021-10-12 10:10:00","0.04","U","mg/L",""," ","No","Overcast","2","G","Yes","SDWRF","Ambient",
"EL7.1EC","","Ammonia Nitrogen","2021-11-02 09:25:00","0.04","U","mg/L",""," ","No","Sunny","3","G","Yes","SDWRF","Ambient",
"EL7.1EC","","Ammonia Nitrogen","2021-12-07 09:55:00","0.04","U","mg/L",""," ","No","Partly Cloudy","2","G","Yes","SDWRF","Ambient",
"EL7.1EC","","Ammonia Nitrogen","2022-01-04 08:30:00","0.04","U","mg/L","","Winter storm over the weekend","No","Sunny","3","G","Yes","SDWRF","Ambient",
"EL7.1EC","","Ammonia Nitrogen","2022-02-01 08:45:00","0.04","J","mg/L","","Duplicate site; Winter storm over the weekend Duplicate","No","Sunny","2","G","Yes","SDWRF","Ambient",
"EL7.1EC","","Ammonia Nitrogen","2022-02-01 08:45:00","0.04","U","mg/L","","Duplicate site; Winter storm over the weekend Duplicate","No","Sunny","2","G","Yes","SDWRF","Ambient",
"EL7.1EC","","Ammonia Nitrogen","2022-03-01 08:45:00","0.04","J","mg/L",""," ","No","Sunny","3","G","Yes","SDWRF","Ambient",
"EL7.1SEC","","Ammonia Nitrogen","2017-01-19 11:40:00","0.07","","mg/L","","High conductivity due to ice treatment for snow storm","Yes","Sunny","2","G","Yes","SDWRF","Ambient",
"EL7.1SEC","","Ammonia Nitrogen","2017-02-14 11:30:00","0.04","U","mg/L","","merky water","No","Sunny","2","G","Yes","SDWRF","Ambient",
"EL7.1SEC","","Ammonia Nitrogen","2017-03-14 11:15:00","0.07","","mg/L","","Staff Gage: 1.75'","Yes","Partly Cloudy","2","G","Yes","SDWRF","Ambient",
"EL7.1SEC","","Ammonia Nitrogen","2017-04-11 10:55:00","0.47","","mg/L","","Staff Gage: 1.41'","No","Sunny","2","G","Yes","SDWRF","Ambient",
"EL7.1SEC","","Ammonia Nitrogen","2017-05-16 10:45:00","0.07","","mg/L","","Staff Gage: 1.40'","No","Sunny","2","G","Yes","SDWRF","Ambient",
"EL7.1SEC","","Ammonia Nitrogen","2017-06-13 10:40:00","0.05","","mg/L","","Staff Gage: 1.49'","No","Partly Cloudy","2","G","Yes","SDWRF","Ambient",
"EL7.1SEC","","Ammonia Nitrogen","2017-07-11 11:15:00","0.06","","mg/L","","Staff Gage: 1.33'","Yes","Sunny","2","G","Yes","SDWRF","Ambient",
"EL7.1SEC","","Ammonia Nitrogen","2017-08-15 11:15:00","0.38","","mg/L","","Staff Gage: 1.42' Duplicate Site Duplicate","Yes","Partly Cloudy","3","G","Yes","SDWRF","Ambient",
"EL7.1SEC","","Ammonia Nitrogen","2017-08-15 11:15:00","0.37","","mg/L","","Staff Gage: 1.42' Duplicate Site Duplicate","Yes","Partly Cloudy","3","G","Yes","SDWRF","Ambient",
"EL7.1SEC","","Ammonia Nitrogen","2017-09-12 11:10:00","0.07","","mg/L","","Staff Gage: 1.82","Yes","Overcast","1","G","Yes","SDWRF","Ambient",
"EL7.1SEC","","Ammonia Nitrogen","2017-10-10 11:10:00","0.04","U","mg/L","","Staff Gage: 1.42'","Yes","Partly Cloudy","2","G","Yes","SDWRF","Ambient",
"EL7.1SEC","","Ammonia Nitrogen","2017-11-07 11:10:00","0.04","U","mg/L","","Staff Gage: 1.45'","No","Overcast","2","G","Yes","SDWRF","Ambient",
"EL7.1SEC","","Ammonia Nitrogen","2017-12-05 11:30:00","0.04","U","mg/L","","Staff Gage: 1.38'","No","Overcast","3","G","Yes","SDWRF","Ambient",
"EL7.1SEC","","Ammonia Nitrogen","2019-01-08 11:15:00","0.06","","mg/L",""," ","No","Partly Cloudy","3","G","Yes","SDWRF","Ambient",
"EL7.1SEC","","Ammonia Nitrogen","2019-02-05 10:35:00","0.2","","mg/L",""," ","No","Partly Cloudy","3","G","Yes","SDWRF","Ambient",
"EL7.1SEC","","Ammonia Nitrogen","2019-03-05 11:20:00","0.11","","mg/L",""," ","Yes","Overcast","3","G","Yes","SDWRF","Ambient",
"EL7.1SEC","","Ammonia Nitrogen","2019-04-02 11:00:00","0.24","","mg/L","","Algae present","Yes","Overcast","3","G","Yes","SDWRF","Ambient",
"EL7.1SEC","","Ammonia Nitrogen","2019-05-07 10:35:00","0.38","","mg/L",""," ","No","Partly Cloudy","3","G","Yes","SDWRF","Ambient",
"EL7.1SEC","","Ammonia Nitrogen","2019-06-05 10:35:00","0.19","","mg/L",""," ","No","Overcast","3","G","Yes","SDWRF","Ambient",
"EL7.1SEC","","Ammonia Nitrogen","2019-07-09 10:15:00","0.07","","mg/L","","Duplicate Site Duplicate","Yes","Overcast","3","G","Yes","SDWRF","Ambient",
"EL7.1SEC","","Ammonia Nitrogen","2019-07-09 10:15:00","0.06","","mg/L","","Duplicate Site Duplicate","Yes","Overcast","3","G","Yes","SDWRF","Ambient",
"EL7.1SEC","","Ammonia Nitrogen","2019-08-06 10:05:00","0.04","U","mg/L",""," ","Yes","Sunny","3","G","Yes","SDWRF","Ambient",
"EL7.1SEC","","Ammonia Nitrogen","2019-09-03 10:35:00","0.05","","mg/L","","very stagnant water","No","Sunny","3","G","Yes","SDWRF","Ambient",
"EL7.1SEC","","Ammonia Nitrogen","2019-10-01 10:45:00","0.04","U","mg/L",""," ","No","Sunny","3","G","Yes","SDWRF","Ambient",
"EL7.1SEC","","Ammonia Nitrogen","2019-11-05 10:25:00","0.04","U","mg/L",""," ","No","Partly Cloudy","3","G","Yes","SDWRF","Ambient",
"EL7.1SEC","","Ammonia Nitrogen","2019-12-03 10:45:00","0.04","U","mg/L",""," ","No","Sunny","3","G","Yes","SDWRF","Ambient",
"EL7.1SEC","","Ammonia Nitrogen","2021-02-02 10:35:00","0.04","U","mg/L",""," ","Yes","Sunny","3","G","Yes","SDWRF","Ambient",
"EL7.1SEC","","Ammonia Nitrogen","2021-04-06 09:55:00","0.05","J2","mg/L",""," ","No","Sunny","3","G","Yes","SDWRF","Ambient",
"EL7.1SEC","","Ammonia Nitrogen","2021-05-04 09:45:00","0.14","","mg/L","","Staff Gage removed","Yes","Sunny","3","G","Yes","SDWRF","Ambient",
"EL7.1SEC","","Ammonia Nitrogen","2021-06-01 09:40:00","0.15","","mg/L","","Duplicate Site Duplicate","No","Sunny","3","G","Yes","SDWRF","Ambient",
"EL7.1SEC","","Ammonia Nitrogen","2021-06-01 09:40:00","0.1","","mg/L","","Duplicate Site Duplicate","No","Sunny","3","G","Yes","SDWRF","Ambient",
"EL7.1SEC","","Ammonia Nitrogen","2021-07-06 09:45:00","0.04","U","mg/L","","Staff gage out of water","No","Sunny","3","G","Yes","SDWRF","Ambient",
"EL7.1SEC","","Ammonia Nitrogen","2021-08-03 09:35:00","0.04","U","mg/L","","Staff gage out of water","No","Overcast","3","G","Yes","SDWRF","Ambient",
"EL7.1SEC","","Ammonia Nitrogen","2021-09-07 09:45:00","0.04","J","mg/L","","Staff gage out of water","No","Sunny","3","G","Yes","SDWRF","Ambient",
"EL7.1SEC","","Ammonia Nitrogen","2021-10-12 10:30:00","0.06","","mg/L",""," ","No","Overcast","3","G","Yes","SDWRF","Ambient",
"EL7.1SEC","","Ammonia Nitrogen","2021-11-02 09:35:00","0.04","U","mg/L",""," ","No","Sunny","3","G","Yes","SDWRF","Ambient",
"EL7.1SEC","","Ammonia Nitrogen","2021-12-07 10:10:00","0.04","U","mg/L",""," ","No","Partly Cloudy","3","G","Yes","SDWRF","Ambient",
"EL7.9EC","","Ammonia Nitrogen","2016-05-10 08:30:00","0.1","","mg/L",""," ","Yes","Overcast","2","G","Yes","SDWRF","Ambient",
"EL7.9EC","","Ammonia Nitrogen","2016-06-14 08:45:00","0.07","","mg/L",""," ","No","Sunny","3","G","Yes","SDWRF","Ambient",
"EL7.9EC","","Ammonia Nitrogen","2016-07-12 08:50:00","0.07","","mg/L",""," ","No","Overcast","3","G","Yes","SDWRF","Ambient",
"EL7.9EC","","Ammonia Nitrogen","2016-08-09 08:45:00","0.05","","mg/L",""," ","Yes","Overcast","2","G","Yes","SDWRF","Ambient",
"EL7.9EC","","Ammonia Nitrogen","2016-09-13 08:45:00","0.08","","mg/L","","Duplicate Site; Very low flow Duplicate","No","Sunny","2","G","Yes","SDWRF","Ambient",
"EL7.9EC","","Ammonia Nitrogen","2016-09-13 08:45:00","0.04","J","mg/L","","Duplicate Site; Very low flow Duplicate","No","Sunny","2","G","Yes","SDWRF","Ambient",
"EL7.9EC","","Ammonia Nitrogen","2016-10-11 08:35:00","0.05","","mg/L",""," ","No","Partly Cloudy","2","G","Yes","SDWRF","Ambient",
"EL7.9EC","","Ammonia Nitrogen","2016-11-08 09:00:00","0.04","U","mg/L",""," ","No","Sunny","2","G","Yes","SDWRF","Ambient",
"EL7.9EC","","Ammonia Nitrogen","2016-12-06 08:55:00","0.04","U","mg/L","","Raining","Yes","Overcast","2","G","Yes","SDWRF","Ambient",
"EL7.9EC","","Ammonia Nitrogen","2017-01-19 11:00:00","0.04","J","mg/L","","Staff Gage: 1.34","Yes","Sunny","2","G","Yes","SDWRF","Ambient",
"EL7.9EC","","Ammonia Nitrogen","2017-02-14 10:50:00","0.04","U","mg/L",""," ","No","Sunny","2","G","Yes","SDWRF","Ambient",
"EL7.9EC","","Ammonia Nitrogen","2017-03-14 10:35:00","0.04","U","mg/L",""," ","Yes","Partly Cloudy","3","G","Yes","SDWRF","Ambient",
"EL7.9EC","","Ammonia Nitrogen","2017-04-11 10:05:00","0.07","","mg/L","","Staff Gage: 1.33'","No","Sunny","2","G","Yes","SDWRF","Ambient",
"EL7.9EC","","Ammonia Nitrogen","2017-05-16 10:00:00","0.04","J","mg/L","","Staff Gage: 1.36'","No","Sunny","2","G","Yes","SDWRF","Ambient",
"EL7.9EC","","Ammonia Nitrogen","2017-06-13 10:00:00","0.04","U","mg/L","","Duplicate Site; Staff Gage: 1.35' Duplicate","No","Partly Cloudy","2","G","Yes","SDWRF","Ambient",
"EL7.9EC","","Ammonia Nitrogen","2017-06-13 10:00:00","0.04","U","mg/L","","Duplicate Site; Staff Gage: 1.35' Duplicate","No","Partly Cloudy","2","G","Yes","SDWRF","Ambient",
"EL7.9EC","","Ammonia Nitrogen","2017-07-11 10:25:00","0.05","","mg/L","","Staff Gage: 1.32' very low flow","Yes","Sunny","2","G","Yes","SDWRF","Ambient",
"EL7.9EC","","Ammonia Nitrogen","2017-08-15 10:15:00","0.08","J7","mg/L","","Staff Gage: 1.32'","Yes","Partly Cloudy","3","G","Yes","SDWRF","Ambient",
"EL7.9EC","","Ammonia Nitrogen","2017-09-12 10:30:00","0.04","J","mg/L","","Staff Gage: 1.40'","Yes","Overcast","2","G","Yes","SDWRF","Ambient",
"EL7.9EC","","Ammonia Nitrogen","2017-10-10 10:35:00","0.14","","mg/L","","Staff Gage: 1.35'","Yes","Overcast","2","G","Yes","SDWRF","Ambient",
"EL7.9EC","","Ammonia Nitrogen","2017-11-07 10:40:00","0.04","U","mg/L","","Staff Gage: 1.33', very low flow, lots of leaf littler present","No","Overcast","1","G","Yes","SDWRF","Ambient",
"EL7.9EC","","Ammonia Nitrogen","2017-12-05 10:45:00","0.04","U","mg/L","","Staff Gage: 1.34'","No","Overcast","3","G","Yes","SDWRF","Ambient",
"EL8.1GC","","Ammonia Nitrogen","2017-01-19 09:25:00","0.12","","mg/L",""," ","Yes","Sunny","2","G","Yes","SDWRF","Ambient",
"EL8.1GC","","Ammonia Nitrogen","2017-02-14 09:10:00","0.04","U","mg/L","","Duplicate Site Duplicate","No","Sunny","2","G","Yes","SDWRF","Ambient",
"EL8.1GC","","Ammonia Nitrogen","2017-02-14 09:10:00","0.04","J","mg/L","","Duplicate Site Duplicate","No","Sunny","2","G","Yes","SDWRF","Ambient",
"EL8.1GC","","Ammonia Nitrogen","2017-03-14 09:00:00","0.1","","mg/L",""," ","Yes","Overcast","2","G","Yes","SDWRF","Ambient",
"EL8.1GC","","Ammonia Nitrogen","2017-04-11 08:30:00","0.13","","mg/L",""," ","No","Sunny","2","G","Yes","SDWRF","Ambient",
"EL8.1GC","","Ammonia Nitrogen","2017-05-16 08:25:00","0.1","","mg/L","","Merky water upstream","No","Partly Cloudy","2","G","Yes","SDWRF","Ambient",
"EL8.1GC","","Ammonia Nitrogen","2017-06-13 07:51:00","0.11","","mg/L",""," ","No","Partly Cloudy","2","G","Yes","SDWRF","Ambient",
"EL8.1GC","","Ammonia Nitrogen","2017-07-11 08:45:00","0.17","","mg/L",""," ","Yes","Overcast","2","G","Yes","SDWRF","Ambient",
"EL8.1GC","","Ammonia Nitrogen","2017-08-15 08:35:00","0.13","J7","mg/L",""," ","Yes","Overcast","3","G","Yes","SDWRF","Ambient",
"EL8.1GC","","Ammonia Nitrogen","2017-09-12 09:05:00","0.22","","mg/L",""," ","Yes","Overcast","2","G","Yes","SDWRF","Ambient",
"EL8.1GC","","Ammonia Nitrogen","2017-10-10 09:00:00","0.05","","mg/L","","very low flow","Yes","Overcast","2","G","Yes","SDWRF","Ambient",
"EL8.1GC","","Ammonia Nitrogen","2017-11-07 08:55:00","0.04","U","mg/L","","Duplicate Site, lots of leaf litter present Duplicate","No","Overcast","1","G","Yes","SDWRF","Ambient",
"EL8.1GC","","Ammonia Nitrogen","2017-11-07 08:55:00","0.04","U","mg/L","","Duplicate Site, lots of leaf litter present Duplicate","No","Overcast","1","G","Yes","SDWRF","Ambient",
"EL8.1GC","","Ammonia Nitrogen","2017-12-05 09:05:00","0.47","","mg/L","","Organic film present on water surface","No","Overcast","3","G","Yes","SDWRF","Ambient",
"EL8.1GC","","Ammonia Nitrogen","2019-01-08 09:15:00","0.14","","mg/L",""," ","No","Overcast","3","G","Yes","SDWRF","Ambient",
