"","Station","Date","WQI","Copper.CCC","Zinc.CCC","Fecal.Coliform.cfu.100mL.","Dissolved.Oxygen.mg.L.","Nitrate...Nitrite.as.N.mg.L.","Copper.ug.L.","Biochemical.Oxygen.Demand.mg.L.","Turbidity.NTU.","Total.Kjeldahl.Nitrogen.mg.L.","Zinc.ug.L.","Total.Phosphorus.mg.L.","Hardness.mg.L."
"913","EL8.5SEC","2006-08-08","","",NA,420,3.35,NA,NA,NA,3.01,NA,NA,NA,NA
"914","EL8.5SEC","2006-09-12","","",NA,4700,6.63,NA,NA,NA,95.5,NA,NA,NA,NA
"915","EL8.5SEC","2006-10-10","","",NA,640,6.16,NA,NA,NA,8.06,NA,NA,NA,NA
"916","EL8.5SEC","2006-11-07","","",NA,35000,9.6,NA,NA,NA,165,NA,NA,NA,NA
"917","EL8.5SEC","2006-12-06","","",NA,426,10.68,NA,NA,NA,5.27,NA,NA,NA,NA
"918","EL8.5SEC","2007-01-09","","",NA,780,10.56,NA,NA,NA,16.6,NA,NA,NA,NA
"919","EL8.5SEC","2007-02-06","","",NA,NA,13.1,NA,NA,NA,6.04,NA,NA,NA,NA
"920","EL8.5SEC","2007-03-20","","",NA,1160,9.16,NA,NA,NA,9.63,NA,NA,NA,NA
"921","EL8.5SEC","2007-05-15","","",NA,3800,5.89,NA,NA,NA,5.07,NA,NA,NA,NA
"922","EL8.5SEC","2007-06-26","","",NA,14000,4.53,NA,NA,NA,6.63,NA,NA,NA,NA
"923","EL8.5SEC","2007-07-10","","8.96",118.14,12000,3.51,0.05,2.5,1,6.24,0.25,NA,0.06,100
"924","EL8.5SEC","2007-08-07","","",NA,500,0.55,NA,NA,NA,7.35,NA,NA,NA,NA
"925","EL8.5SEC","2007-09-26","","",NA,700,5.01,NA,NA,NA,3.71,NA,NA,NA,NA
"926","EL8.5SEC","2007-10-16","","",NA,6000,7.49,NA,NA,NA,7.36,NA,NA,NA,NA
"927","EL8.5SEC","2007-11-06","","",NA,246,7.45,NA,NA,NA,3.88,NA,NA,NA,NA
"928","EL8.5SEC","2007-12-05","","",NA,152,5.93,NA,NA,NA,3.17,NA,NA,NA,NA
"929","EL8.5SEC","2008-01-15","","",NA,82,10.27,NA,NA,NA,5.83,NA,NA,NA,NA
"930","EL8.5SEC","2008-02-12","","",NA,500,9.74,NA,NA,NA,6.06,NA,NA,NA,NA
"931","EL8.5SEC","2008-03-13","","",NA,250,8.76,NA,NA,NA,5.47,NA,NA,NA,NA
"932","EL8.5SEC","2008-04-08","","",NA,157,8.45,NA,NA,NA,5.65,NA,NA,NA,NA
"933","EL8.5SEC","2008-05-06","","",NA,2000,6.4,NA,NA,NA,6.2,NA,NA,NA,NA
"934","EL8.5SEC","2008-06-10","","",NA,2800,3.38,NA,NA,NA,8.75,NA,NA,NA,NA
"935","EL8.5SEC","2008-07-17","","",NA,390,6.5,NA,NA,NA,5.8,NA,NA,NA,NA
"936","EL8.5SEC","2008-08-12","","",NA,2600,4.72,NA,NA,NA,9.58,NA,NA,NA,NA
"937","EL8.5SEC","2008-09-09","","",NA,5100,6.25,NA,NA,NA,6.35,NA,312,NA,NA
"938","EL8.5SEC","2008-10-07","","",NA,818,5.94,NA,NA,NA,4.28,NA,NA,NA,NA
"939","EL8.5SEC","2008-11-12","","",NA,126,6.84,NA,NA,NA,1.92,NA,NA,NA,NA
"940","EL8.5SEC","2008-12-04","","",NA,265,10.8,NA,NA,NA,4.71,NA,NA,NA,NA
"941","EL8.5SEC","2009-01-06","","",NA,11000,11.21,NA,NA,NA,47.5,NA,NA,NA,NA
"942","EL8.5SEC","2009-02-10","","",NA,144,12.1,NA,NA,NA,3.99,NA,NA,NA,NA
"943","EL8.5SEC","2009-03-17","","",NA,2000,10.67,NA,NA,NA,17.6,NA,NA,NA,NA
"944","EL8.5SEC","2009-04-14","","",NA,540,7.67,NA,NA,NA,6.9,NA,NA,NA,NA
"945","EL8.5SEC","2009-05-12","","",NA,10000,7.15,NA,NA,NA,5.36,NA,NA,NA,NA
"946","EL8.5SEC","2009-06-10","","",NA,26000,7.69,NA,NA,NA,23.4,NA,NA,NA,NA
"947","EL8.5SEC","2009-07-14","","",NA,11000,6.26,NA,NA,NA,10.1,NA,NA,NA,NA
"948","EL8.5SEC","2009-08-11","","",NA,13000,2.91,NA,NA,NA,2.76,NA,NA,NA,NA
"949","EL8.5SEC","2009-09-15","","",NA,455,6.22,NA,NA,NA,4.91,NA,NA,NA,NA
"950","EL8.5SEC","2009-10-13","","",NA,135,8.19,NA,NA,NA,3.04,NA,NA,NA,NA
"951","EL8.5SEC","2009-11-10","","",NA,99,6.33,NA,NA,NA,2.47,NA,NA,NA,NA
"952","EL8.5SEC","2009-12-01","","",NA,2900,10.64,NA,NA,NA,16.8,NA,NA,NA,NA
"953","EL8.5SEC","2010-01-12","","",NA,142,13.55,NA,NA,NA,6.04,NA,NA,NA,NA
"954","EL8.5SEC","2010-02-16","","",NA,1364,14.17,NA,NA,NA,32,NA,NA,NA,NA
"955","EL8.5SEC","2010-03-09","","",NA,1048,12.9,NA,NA,NA,6.54,NA,NA,NA,NA
"956","EL8.5SEC","2010-04-13","","",NA,2300,7.61,NA,NA,NA,6.99,NA,NA,NA,NA
"957","EL8.5SEC","2010-05-04","","",NA,2100,4.6,NA,NA,NA,5.14,NA,NA,NA,NA
"958","EL8.5SEC","2010-06-15","","",NA,2500,4.63,NA,NA,NA,4.8,NA,NA,NA,NA
"959","EL8.5SEC","2010-07-13","","",NA,60000,5.98,NA,NA,NA,13.8,NA,NA,NA,NA
"960","EL8.5SEC","2010-08-10","","",NA,3300,6.5,NA,NA,NA,5.66,NA,NA,NA,NA
"961","EL8.5SEC","2010-10-12","","",NA,240,4.95,NA,NA,NA,3.49,NA,NA,NA,NA
"962","EL8.5SEC","2010-11-09","","",NA,370,9.63,NA,NA,NA,3.6,NA,NA,NA,NA
"963","EL8.5SEC","2010-12-07","","",NA,200,10.9,NA,NA,NA,3.92,NA,NA,NA,NA
"964","EL8.5SEC","2011-01-18","62","11.57",152.34,5800,10.44,0.5,11,5,42.6,1.6,47,0.02,135
"965","EL8.5SEC","2011-02-15","98","7.40",97.79,128,10.44,0.2,2.5,1,3.52,0.15,69,0.02,80
"966","EL8.5SEC","2011-03-15","79","4.09",54.35,295,11.03,0.2,2.5,2,3.84,0.5,194,0.02,40
"967","EL8.5SEC","2011-04-12","","10.84",142.73,115,5.34,0.1,2.5,2,8.26,1.1,NA,0.02,125
"968","EL8.5SEC","2011-05-11","","4.53",60.06,14000,5.13,0.6,10,4,19.6,0.9,NA,0.02,45
"969","EL8.5SEC","2011-06-07","74","8.18",108.05,2500,6.54,0.3,2.5,1,3.74,0.15,21,0.1,90
"970","EL8.5SEC","2011-07-12","","9.34",123.13,4900,6.25,0.4,2.5,1,4.79,0.9,NA,0.13,105
"971","EL8.5SEC","2011-08-16","","5.37",71.19,3200,5.4,0.2,2.5,2,91.1,0.15,NA,0.59,55
"972","EL8.5SEC","2011-09-13","83","7.40",97.79,270,6.17,0.1,2.5,1,3.89,0.3,10,0.15,80
"973","EL8.5SEC","2011-10-11","69","7.40",97.79,8150,7.37,0.1,2.5,2,6.93,0.4,20,0.15,80
"974","EL8.5SEC","2011-11-09","84","7.40",97.79,233,9.33,0.05,2.5,4,2.65,0.5,25,0.15,80
"975","EL8.5SEC","2011-12-06","","8.96",118.14,660,8.86,0.1,2.5,1,3.48,0.3,NA,0.15,100
"976","EL8.5SEC","2013-01-15","","",NA,820,9.27,NA,NA,NA,43.4,NA,NA,NA,NA
"977","EL8.5SEC","2013-02-12","","",NA,2000,10.17,NA,NA,NA,14,NA,NA,NA,NA
"978","EL8.5SEC","2013-03-12","","",NA,1600,10,NA,NA,NA,88,NA,NA,NA,NA
"979","EL8.5SEC","2013-04-16","","",NA,197,3.02,NA,NA,NA,5.9,NA,NA,NA,NA
"980","EL8.5SEC","2013-05-08","","",NA,3100,9.19,NA,NA,NA,43.7,NA,NA,NA,NA
"981","EL8.5SEC","2013-06-11","","",NA,520,7.07,NA,NA,NA,62.7,NA,NA,NA,NA
"982","EL8.5SEC","2013-07-16","","",NA,236,5.54,NA,NA,NA,7.6,NA,NA,NA,NA
"983","EL8.5SEC","2013-08-06","","",NA,107,6.94,NA,NA,NA,25.3,NA,NA,NA,NA
"984","EL8.5SEC","2013-09-10","","",NA,176,4.46,NA,NA,NA,4.08,NA,NA,NA,NA
"985","EL8.5SEC","2013-10-15","","",NA,114,5.32,NA,NA,NA,12,NA,NA,NA,NA
"986","EL8.5SEC","2013-11-12","","",NA,21000,4.43,NA,NA,NA,3.1,NA,NA,NA,NA
"987","EL8.5SEC","2013-12-03","","",NA,1000,7.51,NA,NA,NA,17.4,NA,NA,NA,NA
"988","EL8.5SEC","2015-01-13","63","7.08",93.63,5300,11.09,0.79,11.5,2.5,21.7,0.52,41.7,0.09,76
"989","EL8.5SEC","2015-02-10","48","3.47",46.18,38000,11.17,0.45,9.9,4,36.3,0.91,27.3,0.21,33
"990","EL8.5SEC","2015-03-10","61","10.47",137.87,20000,10.43,0.72,4.6,1,8.4,0.74,38.5,0.06,120
"991","EL8.5SEC","2015-04-14","38","10.76",141.76,5600,2.34,0.22,2.1,5,19.8,1.05,8,0.35,124
"992","EL8.5SEC","2015-05-12","41","7.00",92.58,8000,2.93,0.28,4.6,3.4,7.4,0.51,12.5,0.21,75
"993","EL8.5SEC","2015-06-09","38","3.83",50.88,60000,5.8,0.68,11.1,7.1,22.5,0.96,9.4,0.17,37
"994","EL8.5SEC","2015-07-14","49","3.29",43.79,25000,6.06,0.51,4.9,1,7.24,0.47,47.8,0.42,31
"995","EL8.5SEC","2015-08-11","37","7.60",100.37,21000,3.23,0.31,4.25,1.5,2.56,0.32,15.65,0.16,82.5
"996","EL8.5SEC","2015-09-15","68","3.65",48.54,7000,6.83,0.53,3.1,1,9.13,0.31,25.6,0.22,35
"997","EL8.5SEC","2015-10-13","48","7.16",94.67,4000,3.59,0.78,3.3,1,4.04,0.62,11.8,0.04,77
"998","EL8.5SEC","2015-11-10","63","5.29",70.09,5100,8.65,0.49,12.6,1,38.5,1.05,20.9,0.12,54
"999","EL8.5SEC","2015-12-01","68","5.71",75.55,2300,9.66,0.28,11.6,1,11.8,0.51,33.8,0.11,59
"1000","EL8.5SEC","2016-01-13","70","7.56",99.85,6000,11.11,0.67,2.9,1,9.19,0.82,39.9,0.19,82
"1001","EL8.5SEC","2016-02-10","70","9.03",119.14,4600,11.8,0.84,4.3,1,6.64,0.74,75.6,0.1,101
"1002","EL8.5SEC","2016-03-16","62","8.18",108.05,12000,8.9,0.76,7.1,1,13.7,0.35,41.9,0.11,90
"1003","EL8.5SEC","2016-04-13","58","6.28",83.08,18000,9.09,0.63,7.7,1,9.53,0.97,41.8,0.18,66
"1004","EL8.5SEC","2016-05-11","61","9.41",124.12,20000,6.14,0.56,3,1,8.36,0.1,40.2,0.22,106
"1005","EL8.5SEC","2016-06-15","41","9.18",121.14,5900,3.76,2.63,2.3,1,5.02,0.84,15.2,0.29,103
"1006","EL8.5SEC","2016-07-13","","6.44",85.21,31000,6.34,NA,10.9,2.1,18.8,0.93,31.7,0.17,68
"1007","EL8.5SEC","2016-08-10","54","8.34",110.08,4300,4.7,0.67,5.5,1,6.21,0.47,19.3,0.2,92
"1008","EL8.5SEC","2016-09-14","48","9.72",128.08,900,2.05,1.01,1.8,1,20.1,0.58,4.8,0.33,110
"1009","EL8.5SEC","2016-10-12","75","4.87",64.55,750,8.37,0.71,3.6,1,9.01,1.09,64.6,0.4,49
"1010","EL8.5SEC","2016-11-09","84","2.83",37.73,112,8.2,0.45,2.1,1,17.5,0.28,147,0.4,26
"1011","EL8.5SEC","2016-12-08","69","6.20",82.01,1428,6.68,0.57,6,3,4.89,0.87,28.4,0.21,65
"1012","EL8.5SEC","2017-01-19","82","6.12",80.94,640,9.79,0.54,3.8,1,4.68,0.47,35.5,0.07,64
"1013","EL8.5SEC","2017-02-14","85","4.35",57.79,144,10.77,0.48,3.2,1,2.77,0.45,95.2,0.32,43
"1014","EL8.5SEC","2017-03-14","56","3.65",48.54,2600,10.7,0.54,9.9,6,21.1,0.62,34.1,0.15,35
"1015","EL8.5SEC","2017-04-11","47","10.09",132.99,1727,3.9,0.23,2.2,4,8.2,1.49,9.6,0.51,115
"1016","EL8.5SEC","2017-05-16","60","14.09",185.2,7000,5.1,1.05,34,1,5.2,0.67,15.5,0.23,170
"1017","EL8.5SEC","2017-06-13","48","10.02",132.01,8000,4.4,0.47,2.8,1,4.4,0.51,12.7,0.22,114
"1018","EL8.5SEC","2017-07-11","43","7.56",99.85,26000,4.7,0.53,4.2,1,5.6,0.43,12.8,0.19,82
"1019","EL8.5SEC","2017-08-15","66","5.71",75.55,5500,5.7,0.51,6.3,1,7.3,0.39,35.7,0.12,59
"1020","EL8.5SEC","2017-09-12","42","3.20",42.59,56500,7.4,0.41,12.65,4.9,29.3,0.62,21.25,0.28,30
"1021","EL8.5SEC","2017-10-10","36","3.83",50.88,14000,2.1,0.02,6.6,2.5,5,0.55,27.9,0.41,37
"1022","EL8.5SEC","2017-11-07","73","3.56",47.36,377,7.8,0.24,3.6,1,8.3,0.33,133,0.41,34
"1023","EL8.5SEC","2017-12-05","38","4.09",54.35,3000,3.9,0.02,2.4,2,199,0.49,25.4,0.33,40
"1024","EL8.5SEC","2019-01-08","77","10.69",140.79,1160,9.7,0.72,3.7,1,5.6,0.42,27,0.07,123
"1025","EL8.5SEC","2019-02-05","84","10.76",141.76,460,10.3,0.62,3.1,1,4.4,0.25,27.6,0.05,124
"1026","EL8.5SEC","2019-03-05","74","8.26",109.07,900,11.7,0.69,4.8,1,12.1,0.54,29,0.1,91
"1027","EL8.5SEC","2019-04-02","72","10.54",138.85,3300,9.4,0.36,3.7,1,4.2,0.61,23.1,0.3,121
"1028","EL8.5SEC","2019-05-07","61","8.26",109.07,22000,5.8,0.38,3.9,1,4.9,0.3,13.4,0.16,91
"1029","EL8.5SEC","2019-06-05","58","9.11",120.14,3600,4.6,0.26,2.6,1,4.1,0.53,10.9,0.22,102
"1030","EL8.5SEC","2019-07-09","66","7.32",96.75,3700,5.6,0.74,6.2,1,4.6,0.5,17.9,0.12,79
"1031","EL8.5SEC","2019-08-06","55","5.00",66.22,8500,6.2,0.54,9.15,2.4,11,0.63,18.15,0.13,50.5
"1032","EL8.5SEC","2019-09-03","78","9.87",130.05,1455,5.4,0.11,3.3,1,3,0.36,10.7,0.12,112
"1033","EL8.5SEC","2019-10-01","67","10.76",141.76,150,3.3,0.05,2.3,1,1.2,0.64,10,0.27,124
"1034","EL8.5SEC","2019-11-05","76","6.96",92.06,2400,8.9,0.27,2.8,1,2.7,0.08,26.2,0.17,74.5
"1035","EL8.5SEC","2019-12-03","80","9.01",118.84,400,9.3,0.6,5.3,1,6.3,0.5,24.7,0.1,100.7
"1036","EL8.5SEC","2021-01-05","79","9.50",125.31,553,11,0.97,5.85,1,11.1,0.73,39.26,0.1,107.2
"1037","EL8.5SEC","2021-02-02","78","2.87",38.22,132,11.4,0.69,5.92,1,9.4,0.41,52.11,0.11,26.4
"1038","EL8.5SEC","2021-03-02","68","2.93",38.96,393,10.2,0.62,5.54,1,10.3,0.65,54.29,0.13,27
"1039","EL8.5SEC","2021-04-06","79","3.02",40.18,680,7.8,0.38,2.47,1,6.5,0.62,37.73,0.07,28
"1040","EL8.5SEC","2021-05-04","28","1.87",25.01,14000,4.7,0.37,5.84,4.4,10.1,0.72,28.69,0.26,16
"1041","EL8.5SEC","2021-06-01","67","2.26",30.21,1250,5.4,0.71,3.41,1,5.1,0.58,18.7,0.32,20
"1042","EL8.5SEC","2021-07-06","22","2.93",38.96,8500,4.5,0.43,25.22,4.1,8,0.74,24.28,0.31,27
"1043","EL8.5SEC","2021-08-03","67","10.18",134.17,560,4.3,0.19,2.44,2.1,7.2,0.37,5.95,0.17,116.2
"1044","EL8.5SEC","2021-09-07","63","7.64",100.89,1540,5,0.02,2.9,1,3.4,0.36,11.8,0.5,83
"1045","EL8.5SEC","2021-10-12","","7.87",103.97,2800,6.2,0.46,4.8,1,4.5,0.54,NA,0.45,86
"1046","EL8.5SEC","2021-11-02","79","8.11",107.03,1120,7.1,0.25,3.39,1,5.7,0.46,13.8,0.36,89
"1047","EL8.5SEC","2021-12-07","69","10.39",136.9,44.8,4.2,0.14,1.38,7,3.4,0.48,5.5,0.33,119
"1048","EL8.6SECUT","2008-01-15","","",NA,4100,10.09,NA,NA,NA,7.04,NA,NA,NA,NA
"1049","EL8.6SECUT","2008-02-12","","",NA,19000,10.3,NA,NA,NA,7.82,NA,NA,NA,NA
"1050","EL8.6SECUT","2008-03-13","","",NA,493,10.25,NA,NA,NA,7.79,NA,NA,NA,NA
"1051","EL8.6SECUT","2008-04-08","","",NA,200,9.31,NA,NA,NA,9.6,NA,NA,NA,NA
"1052","EL8.6SECUT","2008-05-06","","",NA,460,8.18,NA,NA,NA,59.5,NA,NA,NA,NA
"1053","EL8.6SECUT","2008-06-10","","",NA,4000,6.9,NA,NA,NA,34.3,NA,NA,NA,NA
"1054","EL8.6SECUT","2008-07-17","","",NA,2000,5.69,NA,NA,NA,5.95,NA,NA,NA,NA
"1055","EL8.6SECUT","2008-08-12","","",NA,9000,5.95,NA,NA,NA,8.04,NA,NA,NA,NA
"1056","EL8.6SECUT","2008-09-09","","",NA,13000,6.63,NA,NA,NA,4.15,NA,NA,NA,NA
"1057","EL8.6SECUT","2008-10-07","","",NA,2200,5.96,NA,NA,NA,8.5,NA,NA,NA,NA
"1058","EL8.6SECUT","2008-11-12","","",NA,13000,6.94,NA,NA,NA,7.56,NA,NA,NA,NA
"1059","EL8.6SECUT","2008-12-04","","",NA,1909,8.6,NA,NA,NA,16.5,NA,NA,NA,NA
"1060","EL8.6SECUT","2009-01-06","","",NA,4500,11.13,NA,5.2,NA,35.8,NA,32,NA,NA
"1061","EL8.6SECUT","2009-02-10","","",NA,26000,10.44,NA,2.5,NA,13.3,NA,76,NA,NA
"1062","EL8.6SECUT","2009-03-17","","",NA,148,10.81,NA,8,NA,11.3,NA,44,NA,NA
"1063","EL8.6SECUT","2009-04-14","","",NA,660,8.45,NA,6.9,NA,6.46,NA,60,NA,NA
"1064","EL8.6SECUT","2009-05-12","","",NA,12000,8.43,NA,2.5,NA,13.1,NA,24,NA,NA
"1065","EL8.6SECUT","2009-06-10","","",NA,60000,7.67,NA,12,NA,14.7,NA,25,NA,NA
"1066","EL8.6SECUT","2009-07-14","","",NA,28000,7.18,NA,14,NA,4.96,NA,80,NA,NA
"1067","EL8.6SECUT","2009-08-11","","",NA,3200,6.56,NA,6.1,NA,2.67,NA,26,NA,NA
"1068","EL8.6SECUT","2009-09-15","","",NA,6000,6.69,NA,2.5,NA,5.51,NA,22,NA,NA
"1069","EL8.6SECUT","2009-10-13","","",NA,5700,7.82,NA,2.5,NA,4.06,NA,14,NA,NA
"1070","EL8.6SECUT","2009-11-10","","",NA,580,4.11,NA,2.5,NA,5.68,NA,14,NA,NA
"1071","EL8.6SECUT","2009-12-01","","",NA,3000,7.54,NA,2.5,NA,5.83,NA,NA,NA,NA
"1072","EL8.6SECUT","2010-01-12","","",NA,580,10.24,NA,2.5,NA,13.3,NA,16,NA,NA
"1073","EL8.6SECUT","2010-02-16","","",NA,1727,11.16,NA,2.5,NA,10.4,NA,25,NA,NA
"1074","EL8.6SECUT","2010-03-09","","",NA,2000,10.38,NA,2.5,NA,13.8,NA,5,NA,NA
"1075","EL8.6SECUT","2010-04-13","","",NA,1181,5.59,NA,6.5,NA,17.6,NA,20,NA,NA
"1076","EL8.6SECUT","2010-05-04","","",NA,545,6.71,NA,2.5,NA,7.26,NA,5,NA,NA
"1077","EL8.6SECUT","2010-06-15","","",NA,3200,8.29,NA,5.5,NA,5.66,NA,13,NA,NA
"1078","EL8.6SECUT","2010-07-13","","",NA,17000,6.77,NA,19,NA,3.5,NA,35,NA,NA
"1079","EL8.6SECUT","2010-08-10","","",NA,818,5.65,NA,51,NA,2.9,NA,16,NA,NA
"1080","EL8.6SECUT","2010-09-14","","",NA,1636,6.75,NA,128,NA,5.24,NA,29,NA,NA
"1081","EL8.6SECUT","2010-10-12","","",NA,4100,5.44,NA,25,NA,6.76,NA,22,NA,NA
"1082","EL8.6SECUT","2010-11-09","","",NA,1818,7.18,NA,76,NA,15.9,NA,65,NA,NA
"1083","EL8.6SECUT","2010-12-07","","",NA,8000,9.55,NA,12,NA,8.45,NA,41,NA,NA
"1084","EL8.6SECUT","2011-01-18","71","14.45",189.81,5800,7.13,1.2,9.2,2,5.67,1.4,101,0.02,175
"1085","EL8.6SECUT","2011-02-15","60","19.26",252.43,2000,7.58,1.1,8.4,12,15.8,0.7,20,0.02,245
"1086","EL8.6SECUT","2011-03-15","79","4.95",65.66,20,10.05,0.3,5,1,1.42,0.7,373,0.02,50
"1087","EL8.6SECUT","2011-04-12","","15.50",203.51,1727,7.78,0.7,20,12,5.81,1,NA,0.02,190
"1088","EL8.6SECUT","2011-05-11","55","10.84",142.73,4400,7.28,1.3,34,6,4.86,0.7,77,0.03,125
"1089","EL8.6SECUT","2011-06-07","37","15.15",198.96,43000,6.18,0.05,31,7,9.49,2.4,57,0.54,185
"1090","EL8.6SECUT","2011-07-12","","9.72",128.08,17000,5.9,0.9,2.5,3,3.59,1.4,NA,0.5,110
"1091","EL8.6SECUT","2011-08-16","66","9.72",128.08,90,7.38,1.4,92,4,7.01,1.8,84,0.52,110
"1092","EL8.6SECUT","2011-09-13","65","13.38",175.93,4000,6.3,2.3,5.9,1,4.68,0.8,15,0.69,160
"1093","EL8.6SECUT","2011-10-11","14","7.79",102.94,10275,7.24,2.2,48,39,26.9,3.6,174,0.48,85
"1094","EL8.6SECUT","2011-11-09","66","17.23",225.98,1025,7.53,1.2,18,3,7.75,0.8,42,0.13,215
"1095","EL8.6SECUT","2011-12-06","","17.57",230.42,620,8.14,1.5,5.7,1,8.51,0.15,NA,0.09,220
"1096","EL8.6SECUT","2012-01-25","","3.65",48.54,20,10.92,0.2,2.5,1,3.45,0.9,NA,0.95,35
"1097","EL8.6SECUT","2012-02-21","67","14.80",194.4,400,10.74,1.3,46,1,3.44,0.7,50,0.1,180
"1098","EL8.6SECUT","2012-03-20","51","8.57",113.11,2600,9.28,1,46.8,3,14,1,64.9,0.19,95
"1099","EL8.6SECUT","2012-04-17","76","16.19",212.55,470,7.86,1.3,4.5,1,7.89,0.8,65.5,0.35,200
"1100","EL8.6SECUT","2012-05-22","","15.15",198.96,10000,5.08,0.9,6,11,10.4,1.4,NA,0.42,185
"1101","EL8.6SECUT","2012-06-19","74","7.79",102.94,131,6.79,0.5,9,3,2.27,1.1,231.3,0.49,85
"1102","EL8.6SECUT","2012-07-17","70","8.96",118.14,480,6.01,1.2,9.3,1,6.71,1,57.1,0.3,100
"1103","EL8.6SECUT","2012-08-21","49","11.21",147.55,10000,5.75,1,28.7,3.8,3.13,1,83.6,0.24,130
"1104","EL8.6SECUT","2012-09-25","","16.54",217.04,1000,7.07,1.4,8.1,1,5.44,0.4,NA,0.11,205
"1105","EL8.6SECUT","2012-10-23","60","15.85",208.04,15000,7.51,1.8,6.6,1,8.06,0.2,24.4,0.18,195
"1106","EL8.6SECUT","2012-11-13","63","14.80",194.4,920,7.61,2,10.9,6.2,5.61,0.6,21.1,0.42,180
"1107","EL8.6SECUT","2012-12-11","","12.66",166.57,800,6.82,0.76,4.5,2,6.58,0.37,NA,0.29,150
"1108","EL8.6SECUT","2013-01-15","66","6.60",87.33,760,9.93,1.1,16.7,3.4,23.2,0.72,100.3,0.09,70
"1109","EL8.6SECUT","2013-02-12","76","16.54",217.04,320,9.33,1.5,12.8,1,11.6,0.75,120,0.24,205
"1110","EL8.6SECUT","2013-03-12","60","3.20",42.59,310,10.33,0.24,8.4,7,49.7,0.79,35,0.25,30
"1111","EL8.6SECUT","2013-04-16","78","15.15",198.96,757,8.7,0.8,5.4,2.6,12.1,0.55,59.5,0.32,185
"1112","EL8.6SECUT","2013-05-08","79","16.19",212.55,770,9.14,1.15,8.8,2,7.26,0.45,18.6,0.14,200
"1113","EL8.6SECUT","2013-06-11","47","13.38",175.93,1168,8.6,0.74,21.5,7,110,1.17,10.1,0.2,160
"1114","EL8.6SECUT","2013-07-16","84","15.15",198.96,164,7.91,1.46,4,2.4,5,0.46,38,0.11,185
"1115","EL8.6SECUT","2013-08-06","77","4.09",54.35,44,8.28,0.62,15,3,9.7,0.57,61.9,0.07,40
"1116","EL8.6SECUT","2013-09-10","84","14.45",189.81,186,8.23,1.75,2.8,2.7,5.7,0.35,3.6,0.16,175
"1117","EL8.6SECUT","2013-10-15","87","13.02",171.26,43,6.41,1.15,8.7,2.1,4.9,0.41,34.2,0.21,155
"1118","EL8.6SECUT","2013-11-12","38","18.59",243.67,20000,9.06,1.26,7,15.6,11.1,1.1,17.9,0.18,235
"1119","EL8.6SECUT","2013-12-03","89","17.23",225.98,51,9.2,1.26,11.6,2.9,5.88,0.58,61.3,0.29,215
"1120","EL8.6SECUT","2015-01-13","61","6.96",92.06,4500,10.94,1.06,18.5,3,15.2,0.24,63.5,0.09,74.5
"1121","EL8.6SECUT","2015-02-10","52","4.53",60.06,5000,11.52,0.45,18.4,3.9,44.7,1.01,63.2,0.39,45
"1122","EL8.6SECUT","2015-03-10","62","22.90",299.68,5900,10.23,1.12,7.8,1,69.7,0.86,14,0.14,300
"1123","EL8.6SECUT","2015-04-14","89","16.61",217.94,88,8.82,1.73,11.3,3,7.6,0.4,23.9,0.06,206
"1124","EL8.6SECUT","2015-05-12","69","14.66",192.56,2700,7.55,1.17,8.9,2.7,6.05,0.23,28.5,0.14,178
"1125","EL8.6SECUT","2015-06-09","31","7.87",103.97,56000,7.58,1.11,36.7,8.6,6.71,0.87,41.4,0.14,86
"1126","EL8.6SECUT","2015-07-14","44","8.26",109.07,28000,6.98,1.11,30.6,2.1,2.94,0.62,46.7,0.11,91
"1127","EL8.6SECUT","2015-08-11","69","7.64",100.89,460,7.27,0.77,23.9,3,7.86,0.55,43.1,0.12,83
"1128","EL8.6SECUT","2015-09-15","49","9.94",131.03,3100,6.85,0.7,29.8,8,8.65,0.79,29.2,0.19,113
"1129","EL8.6SECUT","2015-10-13","71","13.70",180.12,4050,6.78,1.29,6.55,1,7.88,0.45,21.15,0.05,164.5
"1130","EL8.6SECUT","2015-11-10","60","5.54",73.37,5100,9.42,0.46,13.2,1,59.4,0.49,25,0.12,57
"1131","EL8.6SECUT","2015-12-01","72","3.56",47.36,49,9.95,0.36,4,1,1.7,1.17,284,0.2,34
"1132","EL8.6SECUT","2017-01-19","88","13.02",171.26,120,9.61,1,6.45,1,5.23,0.48,63.05,0.23,155
"1133","EL8.6SECUT","2017-02-14","42","19.66",257.65,20000,8.1,1.95,4.4,11,30.5,5.22,54.2,0.56,251
"1134","EL8.6SECUT","2017-03-14","63","6.52",86.27,600,11.06,0.83,14,7,16.9,0.53,59.5,0.11,69
"1135","EL8.6SECUT","2017-04-11","89","9.18",121.14,26,9.1,0.56,9,1,11.6,0.59,67.2,0.35,103
"1136","EL8.6SECUT","2017-05-16","72","12.59",165.63,1060,8.1,0.89,10.6,1,19.1,0.59,46,0.25,149
"1137","EL8.6SECUT","2017-06-13","67","3.29",43.79,233,7.8,0.31,4,1,2.3,0.59,162,0.25,31
"1138","EL8.6SECUT","2017-07-11","68","13.24",174.07,2900,7,1.15,5.9,1,4.5,0.4,15,0.09,158
"1139","EL8.6SECUT","2017-08-15","65","8.03",106.01,1950,6.4,1.08,9.7,1,9.9,0.33,94.7,0.23,88
